date,city,orders,aov,revenue,active_riders,avg_delivery_time_min,stockout_rate,customer_churn_rate,marketing_spend,competitor_launch_flag
2026-01-12,Delhi,2366,323.98,766644.66,229,23.7,0.0467,0.0402,12297.15,0
2026-01-12,Pune,1414,290.92,411436.78,124,21.3,0.0271,0.0534,9108.88,0
2026-01-12,Hyderabad,1599,328.35,525152.67,150,27.8,0.0261,0.0477,8766.71,0
2026-01-12,Bhopal,693,250.89,173954.08,67,28.8,0.0342,0.038,4355.19,0
2026-01-13,Bangalore,2322,333.38,774071.26,216,24.1,0.0261,0.0408,14245.53,0
2026-01-13,Mumbai,2593,356.56,924725.11,233,25.9,0.0274,0.0475,14293.18,0
2026-01-13,Delhi,2311,329.62,761886.13,199,22.3,0.0433,0.0479,12986.43,0
2026-01-13,Pune,1274,280.47,357222.28,130,21.7,0.0312,0.0482,6583.85,0
2026-01-13,Hyderabad,1595,294.98,470414.04,147,21.8,0.0302,0.0431,10370.66,0
2026-01-13,Bhopal,680,268.69,182658.64,68,27.6,0.0324,0.0326,3807.98,0
2026-01-14,Bangalore,2469,337.24,832725.92,222,24.2,0.0273,0.0442,16257.26,0
2026-01-14,Mumbai,2633,364.86,960707.53,237,22.9,0.0278,0.047,15244.21,0
2026-01-14,Delhi,2333,346.57,808648.77,215,27.0,0.038,0.043,11622.14,0
2026-01-14,Pune,1329,277.55,368985.06,129,28.2,0.0301,0.0466,7830.96,0
2026-01-14,Hyderabad,1666,282.58,470881.08,151,20.3,0.0335,0.0507,10280.14,0
2026-01-14,Bhopal,685,266.58,182731.88,75,24.6,0.0308,0.0427,3821.52,0
2026-01-15,Bangalore,2500,328.36,820775.04,220,25.2,0.0279,0.0467,16294.58,0
2026-01-15,Mumbai,2534,356.11,902284.78,233,24.9,0.028,0.0488,14033.94,0
2026-01-15,Delhi,2400,337.35,809646.77,213,22.1,0.0513,0.0388,12265.56,0
2026-01-15,Pune,1505,307.85,463232.6,130,21.2,0.0313,0.0572,9125.56,0
2026-01-15,Hyderabad,1609,319.0,513190.96,152,22.0,0.031,0.0474,11166.36,0
2026-01-15,Bhopal,747,276.57,206621.96,69,23.7,0.0255,0.0453,4891.27,0
2026-01-16,Bangalore,2197,360.8,792647.19,219,21.5,0.0281,0.0367,14085.64,0
2026-01-16,Mumbai,2610,341.42,890958.1,231,28.2,0.0285,0.0437,13695.94,0
2026-01-16,Delhi,2272,316.51,719026.33,193,23.4,0.0397,0.0485,15730.61,0
2026-01-16,Pune,1479,296.77,438886.08,126,24.1,0.0416,0.0451,8855.32,0
2026-01-16,Hyderabad,1616,308.21,498020.02,147,23.9,0.0275,0.0423,9119.16,0
2026-01-16,Bhopal,704,257.35,181102.4,73,26.7,0.0181,0.0512,3492.8,0
2026-01-17,Bangalore,2713,334.95,908617.59,211,21.2,0.0265,0.0538,17545.37,0
2026-01-17,Mumbai,3180,370.39,1177882.92,232,25.2,0.0276,0.0389,20214.29,0
2026-01-17,Delhi,2613,315.2,823691.98,214,23.1,0.0427,0.0508,14266.78,0
2026-01-17,Pune,1660,307.12,509686.45,129,20.9,0.0315,0.0496,9804.07,0
2026-01-17,Hyderabad,1792,323.01,578800.59,147,20.1,0.0237,0.048,9604.25,0
2026-01-17,Bhopal,876,238.35,208704.71,74,23.8,0.0309,0.0423,5428.53,0
2026-01-18,Bangalore,2755,355.0,977969.79,221,23.1,0.0307,0.0447,16952.81,0
2026-01-18,Mumbai,2734,340.59,931274.81,245,23.5,0.0308,0.0451,16881.18,0
2026-01-18,Delhi,2574,310.04,797918.23,211,25.0,0.0341,0.0365,16766.03,0
2026-01-18,Pune,1648,303.07,499476.61,134,26.5,0.0375,0.0358,8833.86,0
2026-01-18,Hyderabad,1783,310.32,553156.87,152,24.5,0.0267,0.0412,10150.08,0
2026-01-18,Bhopal,748,250.4,187393.61,67,26.6,0.0256,0.0403,5475.3,0
2026-01-19,Bangalore,2459,342.51,842309.23,214,22.6,0.0332,0.0456,17903.07,0
2026-01-19,Mumbai,2588,376.55,974326.52,235,28.4,0.0298,0.0419,17869.94,0
2026-01-19,Delhi,2381,312.8,744900.27,214,25.6,0.0458,0.0371,13422.55,0
2026-01-19,Pune,1383,299.11,413567.1,132,20.7,0.0308,0.0469,8718.16,0
2026-01-19,Hyderabad,1645,323.4,531925.66,154,23.8,0.0321,0.0367,10222.01,0
2026-01-19,Bhopal,707,262.82,185887.58,67,26.6,0.0251,0.0448,4484.62,0
2026-01-20,Bangalore,2403,340.4,818128.01,226,24.2,0.0277,0.0427,13898.26,0
2026-01-20,Mumbai,2560,363.2,929718.87,237,21.8,0.0357,0.0441,14796.03,0
2026-01-20,Delhi,2466,322.52,795454.01,217,24.7,0.0311,0.0494,14899.89,0
2026-01-20,Pune,1475,293.79,433221.67,135,23.1,0.0403,0.0428,9919.07,0
2026-01-20,Hyderabad,1726,303.52,523980.56,148,20.6,0.0287,0.0404,9491.44,0
2026-01-20,Bhopal,673,259.64,174770.23,70,21.5,0.037,0.0499,3966.74,0
2026-01-21,Bangalore,2394,349.18,835953.51,213,24.4,0.0317,0.0475,14710.53,0
2026-01-21,Mumbai,2919,350.82,1024099.8,236,22.6,0.0272,0.0418,19250.62,0
2026-01-21,Delhi,2463,312.69,770278.37,205,22.6,0.0428,0.0482,15030.08,0
2026-01-21,Pune,1294,318.57,412197.14,137,23.0,0.0272,0.0464,7979.76,0
2026-01-21,Hyderabad,1653,334.93,553527.57,149,20.6,0.0264,0.0413,9888.73,0
2026-01-21,Bhopal,763,254.62,194224.15,70,27.0,0.0299,0.0576,4374.38,0
2026-01-22,Bangalore,2341,354.2,829278.24,225,25.5,0.0383,0.0432,14739.04,0
2026-01-22,Mumbai,2744,371.81,1020309.09,244,26.9,0.0348,0.0519,17354.86,0
2026-01-22,Delhi,2281,321.88,734133.21,218,24.9,0.0351,0.043,13717.47,0
2026-01-22,Pune,1489,302.29,450263.17,130,25.9,0.0239,0.0482,10548.02,0
2026-01-22,Hyderabad,1575,312.72,492648.13,151,23.8,0.0371,0.0464,9931.1,0
2026-01-22,Bhopal,707,255.36,180417.78,70,21.4,0.0348,0.0457,3991.86,0
2026-01-23,Bangalore,2543,319.28,812070.39,216,27.9,0.0317,0.0447,14554.38,0
2026-01-23,Mumbai,2845,339.15,964725.29,224,22.7,0.032,0.0399,18074.78,0
2026-01-23,Delhi,2328,312.78,728162.96,202,25.6,0.0452,0.0445,16117.74,0
2026-01-23,Pune,1325,281.69,373270.65,127,24.6,0.0298,0.0438,8183.82,0
2026-01-23,Hyderabad,1500,327.9,491813.64,150,24.9,0.035,0.0473,9426.55,0
2026-01-23,Bhopal,716,266.68,190857.91,73,25.8,0.0309,0.0446,4809.34,0
2026-01-24,Bangalore,2667,364.49,971977.56,220,24.3,0.0236,0.0416,17120.8,0
2026-01-24,Mumbai,2892,353.57,1022691.78,226,17.9,0.028,0.0371,18454.32,0
2026-01-24,Delhi,2749,325.45,894625.3,204,24.0,0.0397,0.0392,18559.89,0
2026-01-24,Pune,1681,297.35,499732.0,130,18.9,0.0309,0.0438,9510.69,0
2026-01-24,Hyderabad,1748,306.51,535741.41,158,22.6,0.0329,0.0479,11710.04,0
2026-01-24,Bhopal,842,260.62,219498.6,69,25.0,0.0331,0.0495,5320.78,0
2026-01-25,Bangalore,2905,332.72,966500.12,229,29.2,0.0309,0.0416,19950.38,0
2026-01-25,Mumbai,3020,350.62,1058726.56,237,25.1,0.0286,0.0476,17251.36,0
2026-01-25,Delhi,2642,347.42,917809.7,221,24.1,0.0426,0.0456,16661.06,0
2026-01-25,Pune,1528,296.91,453581.34,123,25.6,0.0318,0.0426,10368.25,0
2026-01-25,Hyderabad,1727,291.84,504077.7,151,28.2,0.0347,0.0427,11294.94,0
2026-01-25,Bhopal,803,258.2,207454.56,72,20.1,0.0329,0.0524,5375.12,0
2026-01-26,Bangalore,2325,345.38,802991.99,223,22.6,0.0312,0.0416,13919.89,0
2026-01-26,Mumbai,2752,367.83,1012429.5,237,16.9,0.0335,0.0507,14120.49,0
2026-01-26,Delhi,2258,305.67,690296.45,202,22.8,0.047,0.0467,13496.93,0
2026-01-26,Pune,1433,300.92,431339.25,125,22.8,0.0345,0.0372,8293.53,0
2026-01-26,Hyderabad,1720,320.54,551353.01,148,23.2,0.0284,0.0554,10648.84,0
2026-01-26,Bhopal,715,270.71,193575.12,71,23.5,0.0288,0.0446,4277.0,0
2026-01-27,Bangalore,2487,340.71,847444.48,225,24.2,0.0296,0.035,16063.49,0
2026-01-27,Mumbai,2645,374.37,990228.49,219,23.7,0.0394,0.0505,14494.96,0
2026-01-27,Delhi,2370,306.52,726587.34,206,23.5,0.0515,0.0461,15254.05,0
2026-01-27,Pune,1435,301.81,432998.99,131,23.9,0.0408,0.046,9361.87,0
2026-01-27,Hyderabad,1688,324.72,548269.52,153,28.1,0.0249,0.0393,10386.14,0
2026-01-27,Bhopal,674,259.33,174686.77,71,25.1,0.0314,0.0531,4194.35,0
2026-01-28,Bangalore,2371,353.11,837122.06,228,25.5,0.0245,0.0485,13871.49,0
2026-01-28,Mumbai,2779,357.84,994378.56,241,24.0,0.0292,0.0395,14672.21,0
2026-01-28,Delhi,2483,309.16,767755.33,204,22.4,0.0271,0.0384,16939.07,0
2026-01-28,Pune,1471,291.74,429061.51,139,23.2,0.0344,0.0325,10508.75,0
2026-01-28,Hyderabad,1489,289.6,431162.0,155,27.5,0.041,0.0478,9375.75,0
2026-01-28,Bhopal,730,267.89,195526.84,71,23.8,0.0305,0.0412,4276.79,0
2026-01-29,Bangalore,2197,338.66,743989.26,213,24.4,0.025,0.052,14189.77,0
2026-01-29,Mumbai,2396,345.75,828358.38,247,23.4,0.0256,0.0478,13215.01,0
2026-01-29,Delhi,2312,302.92,700397.18,206,20.0,0.0419,0.0472,13850.01,0
2026-01-29,Pune,1439,302.69,435467.96,135,22.9,0.0306,0.0456,9022.86,0
2026-01-29,Hyderabad,1604,310.5,498019.04,147,20.5,0.027,0.0537,8625.93,0
2026-01-29,Bhopal,676,252.53,170645.75,72,27.1,0.0287,0.0416,4148.75,0
2026-01-30,Bangalore,2300,369.17,849011.06,212,25.6,0.0314,0.0471,13585.49,0
2026-01-30,Mumbai,2583,360.63,931554.05,239,29.5,0.0343,0.0422,13729.55,0
2026-01-30,Delhi,2290,353.02,808362.63,205,28.2,0.0498,0.0422,14390.53,0
2026-01-30,Pune,1514,295.45,447308.39,129,21.5,0.0274,0.0418,8157.41,0
2026-01-30,Hyderabad,1603,300.45,481542.97,151,24.8,0.023,0.0492,8018.65,0
2026-01-30,Bhopal,713,272.77,194508.5,67,25.0,0.0375,0.0415,4258.67,0
2026-01-31,Bangalore,2837,341.03,967529.28,224,24.4,0.0259,0.0379,16864.52,0
2026-01-31,Mumbai,2855,349.41,997514.01,249,25.5,0.0349,0.0395,16677.54,0
2026-01-31,Delhi,2805,321.81,902827.28,225,24.5,0.0424,0.0435,17019.91,0
2026-01-31,Pune,1598,308.5,492894.22,134,20.7,0.0265,0.0358,9992.17,0
2026-01-31,Hyderabad,1738,283.3,492521.52,152,24.0,0.0412,0.0492,10502.07,0
2026-01-31,Bhopal,801,269.56,215921.58,69,24.8,0.0312,0.0417,5203.44,0
2026-02-01,Bangalore,2736,329.72,902071.4,224,24.1,0.026,0.045,17900.56,0
2026-02-01,Mumbai,3061,359.64,1100845.12,246,25.4,0.0363,0.0451,16358.06,0
2026-02-01,Delhi,2504,316.09,791541.03,206,24.1,0.0389,0.0476,14936.56,0
2026-02-01,Pune,1649,300.77,496024.96,122,23.6,0.0258,0.039,10389.67,0
2026-02-01,Hyderabad,1981,325.11,643992.58,149,24.4,0.0367,0.0433,11277.45,0
2026-02-01,Bhopal,793,255.96,202933.99,70,24.0,0.0307,0.0472,5228.94,0
2026-02-02,Bangalore,2514,319.81,803973.63,203,20.6,0.0342,0.0439,13612.88,0
2026-02-02,Mumbai,2366,367.8,870113.16,245,17.5,0.0274,0.0423,14657.91,0
2026-02-02,Delhi,2130,322.35,686575.0,210,24.3,0.0435,0.0401,14053.85,0
2026-02-02,Pune,1389,299.67,416215.8,126,21.8,0.028,0.0441,9522.12,0
2026-02-02,Hyderabad,1490,289.99,432159.73,157,22.3,0.0291,0.0502,8490.23,0
2026-02-02,Bhopal,764,267.05,204002.58,69,22.5,0.0397,0.0487,4697.78,0
2026-02-03,Bangalore,2556,361.24,923396.11,220,25.1,0.0266,0.0416,17910.57,0
2026-02-03,Mumbai,2618,354.74,928618.84,241,21.6,0.0239,0.051,14846.71,0
2026-02-03,Delhi,2180,326.87,712445.72,217,26.5,0.0443,0.0412,11528.14,0
2026-02-03,Pune,1505,296.13,445700.05,129,25.4,0.036,0.0473,10659.83,0
2026-02-03,Hyderabad,1549,321.51,497856.79,150,27.8,0.0312,0.0475,9707.89,0
2026-02-03,Bhopal,738,256.2,188960.49,68,19.1,0.0253,0.0553,4018.4,0
2026-02-04,Bangalore,2373,336.24,798037.62,222,26.2,0.0337,0.0421,14042.37,0
2026-02-04,Mumbai,2637,356.42,939782.19,252,25.8,0.0322,0.0483,17367.48,0
2026-02-04,Delhi,2321,303.4,704137.3,213,22.7,0.0361,0.0479,15361.82,0
2026-02-04,Pune,1401,303.71,425640.62,137,30.5,0.0311,0.0478,7175.09,0
2026-02-04,Hyderabad,1660,314.73,522529.9,156,23.7,0.033,0.0389,9788.09,0
2026-02-04,Bhopal,670,253.96,170213.78,71,25.0,0.0375,0.039,4170.38,0
2026-02-05,Bangalore,2544,331.71,843728.4,219,22.0,0.0301,0.0482,15107.75,0
2026-02-05,Mumbai,2655,347.22,921709.41,237,23.1,0.0333,0.0536,15396.81,0
2026-02-05,Delhi,2326,331.94,772032.31,201,20.2,0.0294,0.0513,13313.27,0
2026-02-05,Pune,1579,293.23,463030.32,131,29.0,0.0369,0.0553,10428.49,0
2026-02-05,Hyderabad,1682,317.35,533754.42,154,22.0,0.0275,0.045,9948.43,0
2026-02-05,Bhopal,684,267.24,182830.44,72,27.7,0.0304,0.0393,4038.58,0
2026-02-06,Bangalore,2314,314.62,728013.47,219,27.8,0.0295,0.0482,12698.91,0
2026-02-06,Mumbai,2841,377.58,1072725.07,244,21.6,0.029,0.0431,18592.78,0
2026-02-06,Delhi,2517,339.75,855066.99,207,24.4,0.0333,0.0362,15507.03,0
2026-02-06,Pune,1390,294.41,409128.71,124,22.7,0.0323,0.0392,6342.26,0
2026-02-06,Hyderabad,1598,331.98,530430.73,157,22.5,0.0279,0.0473,8789.18,0
2026-02-06,Bhopal,711,267.97,190407.53,73,23.5,0.0295,0.0406,3969.6,0
2026-02-07,Bangalore,2729,345.0,941406.89,226,27.7,0.0264,0.0436,16343.32,0
2026-02-07,Mumbai,2878,325.09,935706.61,246,23.3,0.0333,0.0453,18012.26,0
2026-02-07,Delhi,2438,313.23,763760.84,215,24.7,0.0325,0.0382,15198.78,0
2026-02-07,Pune,1607,280.62,450990.52,135,22.0,0.0267,0.046,10565.79,0
2026-02-07,Hyderabad,1747,310.76,542764.57,152,24.4,0.0331,0.0432,9756.55,0
2026-02-07,Bhopal,808,248.85,201186.89,64,26.3,0.032,0.0332,4442.64,0
2026-02-08,Bangalore,2845,367.98,1047071.74,220,23.5,0.0267,0.0519,16153.63,0
2026-02-08,Mumbai,2871,353.05,1013433.04,233,28.1,0.0306,0.0466,16860.93,0
2026-02-08,Delhi,2606,299.99,781899.34,216,23.5,0.0395,0.061,16027.78,0
2026-02-08,Pune,1549,294.88,456916.65,134,20.4,0.0305,0.0496,8779.25,0
2026-02-08,Hyderabad,2012,323.39,650776.95,148,24.2,0.0358,0.0493,12561.78,0
2026-02-08,Bhopal,771,253.31,195283.08,72,23.0,0.0285,0.0402,4788.89,0
2026-02-09,Bangalore,2648,325.48,861713.38,220,23.8,0.0364,0.0473,14478.67,0
2026-02-09,Mumbai,2656,357.31,948888.04,247,30.5,0.0353,0.0479,16366.68,0
2026-02-09,Delhi,2322,315.48,732655.07,212,24.4,0.0382,0.0516,12765.35,0
2026-02-09,Pune,1480,315.81,467326.12,130,22.5,0.0205,0.0515,8861.83,0
2026-02-09,Hyderabad,1520,303.74,461702.96,154,23.4,0.0325,0.0432,8822.59,0
2026-02-09,Bhopal,668,276.8,184823.63,69,27.8,0.0355,0.05,3862.19,0
2026-02-10,Bangalore,2448,339.67,831666.5,214,21.1,0.0315,0.0509,14121.89,0
2026-02-10,Mumbai,2626,364.08,956127.25,238,22.8,0.0326,0.0494,13989.53,0
2026-02-10,Delhi,2315,344.82,798093.54,204,25.3,0.0359,0.0459,14292.97,0
2026-02-10,Pune,1434,307.62,441197.07,134,23.4,0.0318,0.0484,9967.9,0
2026-02-10,Hyderabad,1589,297.92,473504.24,155,18.6,0.0295,0.0492,9110.91,0
2026-02-10,Bhopal,697,263.45,183582.02,70,22.9,0.0332,0.0476,4090.56,0
2026-02-11,Bangalore,2489,348.37,866971.03,214,22.7,0.0349,0.049,15388.97,0
2026-02-11,Mumbai,2839,356.78,1012891.47,237,23.2,0.0299,0.049,14739.46,0
2026-02-11,Delhi,2179,306.33,667444.55,216,23.7,0.0503,0.0442,13149.27,0
2026-02-11,Pune,1481,288.87,427914.84,131,25.3,0.0344,0.0459,9629.43,0
2026-02-11,Hyderabad,1384,318.41,440591.09,147,25.3,0.0218,0.0519,8207.35,0
2026-02-11,Bhopal,733,276.77,202967.76,73,25.9,0.0374,0.0454,3812.7,0
2026-02-12,Bangalore,2370,328.53,778775.71,234,24.3,0.0292,0.0478,14274.51,0
2026-02-12,Mumbai,2820,351.03,990040.65,241,20.7,0.0267,0.0419,16869.91,0
2026-02-12,Delhi,2251,311.14,700254.37,201,20.2,0.0395,0.0488,13596.55,0
2026-02-12,Pune,1298,296.29,384575.28,127,27.4,0.0314,0.0356,7862.48,0
2026-02-12,Hyderabad,1587,318.32,505241.45,151,23.2,0.0266,0.041,10377.05,0
2026-02-12,Bhopal,701,279.77,196049.35,70,20.2,0.0268,0.036,3649.44,0
2026-02-13,Bangalore,2432,346.92,843725.33,210,22.8,0.034,0.0457,16552.84,0
2026-02-13,Mumbai,2717,356.13,967467.46,234,22.2,0.0203,0.0439,14958.65,0
2026-02-13,Delhi,2285,320.98,733417.41,209,24.4,0.0361,0.0472,12463.7,0
2026-02-13,Pune,1499,298.82,447856.45,130,24.6,0.0332,0.0498,9207.76,0
2026-02-13,Hyderabad,1551,314.48,487764.16,145,23.9,0.0305,0.044,9206.35,0
2026-02-13,Bhopal,634,254.29,161256.33,70,21.4,0.0307,0.0513,3530.18,0
2026-02-14,Bangalore,2894,345.81,1000699.37,216,21.0,0.038,0.0496,18810.45,0
2026-02-14,Mumbai,2890,380.05,1098250.89,238,24.7,0.0313,0.0443,18509.97,0
2026-02-14,Delhi,2750,297.62,818433.49,218,26.6,0.03,0.0506,14999.59,0
2026-02-14,Pune,1577,286.73,452155.42,129,25.9,0.0286,0.0516,10562.02,0
2026-02-14,Hyderabad,1788,307.41,549727.54,142,26.4,0.0264,0.0531,9626.0,0
2026-02-14,Bhopal,781,259.73,202885.34,71,25.1,0.0264,0.0426,4681.28,0
2026-02-15,Bangalore,2835,340.09,964279.31,217,23.8,0.0295,0.0431,16645.43,0
2026-02-15,Mumbai,3229,368.08,1188520.58,238,23.2,0.0331,0.0509,19970.77,0
2026-02-15,Delhi,2631,325.73,856935.55,200,21.0,0.0332,0.0457,18063.81,0
2026-02-15,Pune,1790,307.66,550588.32,132,22.6,0.0219,0.0411,10182.18,0
2026-02-15,Hyderabad,1825,304.15,554923.88,141,21.3,0.0334,0.0462,12839.3,0
2026-02-15,Bhopal,538,214.99,115577.95,69,28.9,0.1573,0.0389,4798.7,0
2026-02-16,Bangalore,2344,338.56,793637.63,237,24.6,0.0232,0.0473,15337.61,0
2026-02-16,Mumbai,2613,364.44,952175.53,237,23.1,0.0312,0.0481,15193.58,0
2026-02-16,Delhi,2343,319.63,748999.55,217,19.6,0.0397,0.0513,12998.97,0
2026-02-16,Pune,1354,292.85,396590.91,135,31.8,0.0204,0.0503,8276.58,0
2026-02-16,Hyderabad,1596,313.54,500288.47,152,25.4,0.0329,0.0454,9416.21,0
2026-02-16,Bhopal,486,237.34,115414.6,72,16.6,0.147,0.0483,4235.87,0
2026-02-17,Bangalore,2398,334.72,802567.3,227,22.1,0.0343,0.047,13221.63,0
2026-02-17,Mumbai,2421,350.98,849588.17,246,25.3,0.0343,0.0486,15148.64,0
2026-02-17,Delhi,2226,325.53,724701.43,215,27.0,0.0445,0.0485,13748.58,0
2026-02-17,Pune,1475,299.68,442003.76,127,22.1,0.0293,0.0416,8742.89,0
2026-02-17,Hyderabad,1537,306.18,470480.11,141,24.0,0.031,0.0409,9726.14,0
2026-02-17,Bhopal,513,223.82,114812.47,68,21.7,0.1194,0.0491,4325.87,0
2026-02-18,Bangalore,2368,312.75,740666.77,224,24.1,0.0244,0.0464,15820.74,0
2026-02-18,Mumbai,2430,316.52,769094.81,241,27.1,0.0381,0.046,13981.82,0
2026-02-18,Delhi,2393,307.54,735884.26,213,26.7,0.043,0.0588,14826.4,0
2026-02-18,Pune,1364,299.69,408893.05,123,23.0,0.0269,0.0424,8290.17,0
